Plot,PNR_Code,Area,Transect,Treatment,latitude,longitude,Elev_ft,Elev_m,mean_moisture,var_moisture,mean_temp,var_temp,n_measurements_soil_moist_2015,n_dates_cover_2015,VegAvg,LitterAvg,BareGAvg,FWDAvg,CWDAvg,RockAvg,VegHtAvg,Densi.Total,Year,n_moisture_2022,Densi.N,E,S,W,Densi_Date,n_dates_cover_2022,canopy_openness
41,0,southwest,A,F,40.14412,-79.27949,1635.89,498.62,48.88888889,152.9629629,NA,NA,NA,NA,25,52.5,10,10,0,2.5,0.35,7.8,2022,6,7,8,9,6,June 1 2022,2,7.8
42,1,southwest,A,S,40.14389,-79.27878,1666.54,507.96,51.38888889,314.9074074,NA,NA,NA,NA,18.75,73.75,0,8.75,0,1.25,0.225,6.5,2022,6,5,3,10,7,June 2 2022,2,6.5
43,2,southwest,A,W,40.14352,-79.27795,1723.16,525.22,76.66666667,130,NA,NA,NA,NA,23.75,63.75,1.25,6.25,0,5,0.565,5.98,2022,6,9,5,4,5,June 2 2022,2,5.98
44,3,southwest,A,F,40.14325,-79.2769,1767.95,538.87,63.88888889,179.6296296,NA,NA,NA,NA,32.5,47.5,3.75,11.25,3.75,1.25,0.29,8.06,2022,6,7,10,6,8,June 1 2022,2,8.06
45,4,southwest,B,F,40.14284,-79.2804,1635.93,498.63,38.61111111,79.35185184,NA,NA,NA,NA,11.25,68.75,0,11.25,2.5,6.25,0.225,9.62,2022,6,7,10,8,12,June 2 2022,2,9.62
46,5,southwest,B,S,40.14291,-79.27964,1647.8,502.25,47.77777778,37.40740739,NA,NA,NA,NA,61.25,23.75,0,11.25,3.75,0,0.5,8.58,2022,6,8,12,4,9,June 2 2022,2,8.58
47,6,southwest,B,W,40.14267,-79.27889,1662.99,506.88,42.22222222,220.7407407,NA,NA,NA,NA,61.25,23.75,2.5,8.75,2.5,1.25,0.59,12.48,2022,6,4,21,16,7,June 2 2022,2,12.48
48,7,southwest,B,F,40.14253,-79.27799,1725.2,525.84,65.55555556,237.4074074,NA,NA,NA,NA,33.75,42.5,10,8.75,3.75,1.25,0.29,9.36,2022,6,11,8,9,8,June 2 2022,2,9.36
49,8,southwest,C,S,40.14187,-79.27998,1650.89,503.19,54.72222222,187.1296296,NA,NA,NA,NA,93.75,6.25,0,0,0,0,0.965,73.06,2022,6,78,100,16,87,June 2 2022,2,73.06
50,9,southwest,C,F,40.14202,-79.28066,1637.83,499.21,40.55555556,142.962963,NA,NA,NA,NA,18.75,75,0,5,0,0,0.34,8.32,2022,6,4,9,8,11,June 2 2022,2,8.32
51,10,southwest,C,W,40.14182,-79.27952,1661.58,506.45,39.44444445,129.6296297,NA,NA,NA,NA,57.5,27.5,7.5,5,5,0,0.515,13.52,2022,6,25,13,8,6,June 2 2022,2,13.52
52,11,southwest,C,F,40.14174,-79.27862,1681.66,512.57,35.27777778,128.2407407,NA,NA,NA,NA,56.25,26.25,3.75,11.25,2.5,0,0.34,8.84,2022,6,7,8,9,10,June 2 2022,2,8.84
53,12,northeast,D,S,40.14405,-79.27582,1754.99,534.92,39.44444445,72.96296296,NA,NA,NA,NA,23.75,36.25,12.5,20,7.5,0,0.2,6.24,2022,6,6,7,5,6,June 1 2022,2,6.24
54,13,northeast,D,F,40.14358,-79.2753,1764.37,537.78,33.88888889,296.2962962,NA,NA,NA,NA,25,36.25,6.25,7.5,2.5,22.5,0.265,4.68,2022,6,6,5,3,4,June 1 2022,2,4.68
55,14,northeast,D,W,40.1443,-79.2763,1752.85,534.27,63.61111111,340.462963,NA,NA,NA,NA,48.75,37.5,5,8.75,0,0,0.275,8.06,2022,6,9,6,6,10,June 1 2022,2,8.06
56,15,northeast,D,F,40.14462,-79.27678,1736.15,529.18,25.55555556,102.9629629,NA,NA,NA,NA,38.75,38.75,3.75,11.25,7.5,0,0.29,10.92,2022,6,13,12,10,7,June 1 2022,2,10.92
57,16,northeast,E,S,40.1447,-79.27492,1721.98,524.86,51.66666667,34.44444442,NA,NA,NA,NA,51.25,17.5,5,10,6.25,10,0.375,15.34,2022,6,19,16,20,4,June 1 2022,2,15.34
58,17,northeast,E,F,40.14429,-79.27442,1740.52,530.51,38.88888889,117.4074074,NA,NA,NA,NA,57.5,26.25,2.5,7.5,0,6.25,0.5,5.98,2022,6,9,2,7,5,June 1 2022,2,5.98
59,18,northeast,E,W,40.14501,-79.27535,1710.76,521.44,26.66666667,164.4444445,NA,NA,NA,NA,25,40,27.5,6.25,0,1.25,0.25,7.28,2022,6,6,6,7,9,June 1 2022,2,7.28
